uni,school,course,year,Places,GPA,RP,employment_rate_overall,employment_rate_ft_perm,basic_monthly_mean,basic_monthly_median,gross_monthly_mean,gross_monthly_median,gross_mthly_25_percentile,gross_mthly_75_percentile,university,Column 17,Column 18,Column 19,Column 20
NUS,Faculty of Science,Environmental Studies,2018,48,3.74,82.5,84.2,55.3,3371,3414,3385,3414,3000,3600,National University of Singapore,,,,
NUS,Faculty of Science,Environmental Studies,2019,47,,82.5,88.4,67.4,3329,3300,3332,3325,3000,3600,National University of Singapore,,,,
NUS,Faculty of Science,Environmental Studies,2020,46,,82.5,92.9,47.6,3251,3250,3409,3250,3010,3750,National University of Singapore,,,,
NUS,Faculty of Science,Environmental Studies,2021,45,,81.25,97.4,81.6,3544,3500,3658,3650,3100,3996,National University of Singapore,,,,
NUS,Faculty of Science,Environmental Studies,2022,27,,80,91.9,78.4,3999,3800,4000,3800,3500,4000,National University of Singapore,,,,
NUS,Faculty of Science,Environmental Studies,2023,40,3.71,83.75,96.9,93.8,4002,4000,4142,4000,3600,4400,National University of Singapore,,,,
NUS,Faculty of Science,Environmental Studies,2024,43,3.7,82.5,90,62.5,4231,4250,4354,4300,4000,4500,National University of Singapore,,,,
NUS,Faculty of Science,Pharmacy,2013,209,3.89,85,96.4,96.4,3473,3500,3540,3500,3350,3750,National University of Singapore,,,,
NUS,Faculty of Science,Pharmacy,2014,195,3.94,85,98.9,96.7,3467,3500,3670,3630,3470,4000,National University of Singapore,,,,
NUS,Faculty of Science,Pharmacy,2015,209,3.92,85,99,97.9,3431,3500,3717,3500,3400,3929,National University of Singapore,,,,
NUS,Faculty of Science,Pharmacy,2016,192,3.92,85,99.1,97.2,3500,3500,3597,3600,3300,3950,National University of Singapore,,,,
NUS,Faculty of Science,Pharmacy,2017,181,3.93,85,99.1,94.5,3473,3500,3616,3600,3500,3800,National University of Singapore,,,,
NUS,Faculty of Science,Pharmacy,2018,170,,85,96.6,93.2,3549,3500,3723,3650,3500,3900,National University of Singapore,,,,
NUS,Faculty of Science,Pharmacy,2019,156,,85,100,95.5,3648,3600,3840,3750,3500,4000,National University of Singapore,,,,
NUS,Faculty of Science,Pharmacy,2020,153,3.9,83.75,99.3,93.7,3590,3600,3751,3700,3500,3950,National University of Singapore,,,,
NUS,Faculty of Science,Pharmacy,2021,169,3.91,85,95.9,91.9,3773,3760,3923,3915,3636,4200,National University of Singapore,,,,
NUS,Faculty of Science,Pharmacy,2022,154,3.86,85,98.4,95.1,3829,3798,4053,4000,3750,4250,National University of Singapore,,,,
NUS,NUS Business School,Accountancy (Hons),2013,220,3.86,85,97.2,94.4,3065,2800,3143,2800,2700,3200,National University of Singapore,,,,
NUS,NUS Business School,Accountancy (Hons),2014,231,3.88,85,100,96.3,3350,2850,3407,2912,2800,3614,National University of Singapore,,,,
NUS,NUS Business School,Accountancy (Hons),2015,250,3.87,85,98.6,98.6,3547,3000,3587,3000,2850,3634,National University of Singapore,,,,
NUS,NUS Business School,Accountancy (Hons),2016,243,3.89,85,99,99,3435,3000,3465,3075,2900,3800,National University of Singapore,,,,
NUS,NUS Business School,Accountancy (Hons),2017,270,3.82,82.5,100,100,3689,3100,3744,3125,3000,4023,National University of Singapore,,,,
NUS,NUS Business School,Accountancy (Hons),2018,259,3.73,80,97.6,95.3,3643,3100,3683,3200,3000,4000,National University of Singapore,,,,
NUS,NUS Business School,Accountancy (Hons),2019,220,3.76,80,97.8,97.8,4008,3500,4093,3600,3000,4500,National University of Singapore,,,,
NUS,NUS Business School,Accountancy (Hons),2020,220,3.7,81.25,96.8,92.1,3951,3400,4050,3500,3000,4425,National University of Singapore,,,,
NUS,NUS Business School,Accountancy (Hons),2021,231,3.79,78.75,97,96.3,4124,3430,4194,3500,3200,4600,National University of Singapore,,,,
NUS,NUS Business School,Accountancy (Hons),2022,183,3.78,81.25,99.3,97.9,4619,4000,4668,4000,3600,5000,National University of Singapore,,,,
NUS,NUS Business School,Accountancy (Hons),2023,169,3.75,82.5,96.5,94.4,4769,4000,4850,4200,3600,5450,National University of Singapore,,,,
NUS,NUS Business School,Accountancy (Hons),2024,857,3.68,82.5,96.9,94.5,4782,4350,4864,4388,4250,5242,National University of Singapore,,,,
NUS,NUS Business School,Business Administration (Hons),2013,485,3.82,83.75,94.6,90.3,3404,3050,3512,3200,2800,3800,National University of Singapore,,,,
NUS,NUS Business School,Business Administration (Hons),2014,546,3.86,82.5,94.4,90.6,3979,3500,4090,3520,3200,4300,National University of Singapore,,,,
NUS,NUS Business School,Business Administration (Hons),2015,504,3.85,82.5,96,93.1,4173,3750,4326,3800,3300,4600,National University of Singapore,,,,
NUS,NUS Business School,Business Administration (Hons),2016,509,3.85,82.5,96.4,92.8,4126,3600,4207,3620,3258,4500,National University of Singapore,,,,
NUS,NUS Business School,Business Administration (Hons),2017,550,3.81,80,98.2,93.6,4272,3725,4388,3800,3450,4782,National University of Singapore,,,,
NUS,NUS Business School,Business Administration (Hons),2018,730,3.71,78.75,96.6,90.9,4286,3800,4424,3895,3300,4748,National University of Singapore,,,,
NUS,NUS Business School,Business Administration (Hons),2019,765,3.73,80,95.5,91,4451,4000,4593,4150,3500,5000,National University of Singapore,,,,
NUS,NUS Business School,Business Administration (Hons),2020,799,3.65,80,94.9,80.7,4459,4000,4579,4000,3600,5000,National University of Singapore,,,,
NUS,NUS Business School,Business Administration (Hons),2021,871,3.7,77.5,98.1,93.5,4828,4200,4950,4347,3700,5200,National University of Singapore,,,,
NUS,NUS Business School,Business Administration (Hons),2022,725,3.68,80,97.1,95.7,5346,4600,5519,4696,4000,5938,National University of Singapore,,,,
NUS,NUS Business School,Business Administration (Hons),2023,652,3.75,83.75,94.5,90.6,5256,4600,5413,4800,4000,5800,National University of Singapore,,,,
NUS,NUS Business School,Business Administration (Hons),2024,857,3.68,82.5,91.1,84.9,5248,4779,5430,4900,4200,5800,National University of Singapore,,,,
NUS,School of Computing,Business Analytics,2013,399,3.68,81.25,,,,,,,,,National University of Singapore,,,,
NUS,School of Computing,Business Analytics,2014,373,3.84,81.25,,,,,,,,,National University of Singapore,,,,
NUS,School of Computing,Business Analytics,2015,343,3.81,85,,,,,,,,,National University of Singapore,,,,
NUS,School of Computing,Business Analytics,2016,410,3.9,85,,,,,,,,,National University of Singapore,,,,
NUS,School of Computing,Business Analytics,2017,532,3.81,85,97.6,97.6,4114,3810,4203,4000,3500,4766,National University of Singapore,,,,
NUS,School of Computing,Business Analytics,2018,806,3.73,83.75,93.5,93.5,4432,4400,4499,4500,4000,5000,National University of Singapore,,,,
NUS,School of Computing,Business Analytics,2019,241,3.81,85,100,100,4811,5000,4881,5000,4050,5200,National University of Singapore,,,,
NUS,School of Computing,Business Analytics,2020,228,3.83,85,98,84.3,4985,5000,5094,5000,4480,5800,National University of Singapore,,,,
NUS,School of Computing,Business Analytics,2021,271,3.84,85,100,100,5437,5050,5603,5400,4800,6125,National University of Singapore,,,,
NUS,School of Computing,Business Analytics,2022,295,3.81,85,96.2,95.2,5845,5500,5966,5500,5000,6600,National University of Singapore,,,,
NUS,School of Computing,Business Analytics,2023,326,3.78,85,93.6,93,5895,5500,6030,5500,5000,6600,National University of Singapore,,,,
NUS,School of Computing,Business Analytics,2024,270,3.81,85,92.5,87.8,5545,5200,5712,5400,4900,6350,National University of Singapore,,,,
NUS,School of Computing,Computer Science,2013,399,3.61,75,92.4,83.3,3933,3400,3953,3425,3000,4000,National University of Singapore,,,,
NUS,School of Computing,Computer Science,2014,373,3.65,82.5,90.6,85.9,3729,3500,3712,3500,3300,4000,National University of Singapore,,,,
NUS,School of Computing,Computer Science,2015,343,3.74,85,97,95,3847,3700,3890,3700,3300,4400,National University of Singapore,,,,
NUS,School of Computing,Computer Science,2016,410,3.75,85,96.3,93.3,4320,4000,4385,4000,3500,5000,National University of Singapore,,,,
NUS,School of Computing,Computer Science,2017,532,3.77,85,93.5,89.4,4510,4200,4628,4285,3656,5000,National University of Singapore,,,,
NUS,School of Computing,Computer Science,2018,806,3.74,83.75,96.9,91.8,4577,4280,4658,4320,3900,5000,National University of Singapore,,,,
NUS,School of Computing,Computer Science,2019,596,3.86,85,92.8,90.6,5477,5000,5571,5000,4205,5585,National University of Singapore,,,,
NUS,School of Computing,Computer Science,2020,716,3.86,85,97.1,92.6,5576,5100,5735,5243,4400,6316,National University of Singapore,,,,
NUS,School of Computing,Computer Science,2021,777,3.86,85,99.1,96.4,5898,5800,6002,6000,5000,6900,National University of Singapore,,,,
NUS,School of Computing,Computer Science,2022,858,3.84,85,96.8,96.1,6954,6500,7121,6600,5341,7583,National University of Singapore,,,,
NUS,School of Computing,Computer Science,2023,923,3.84,85,92.4,91.9,6673,6181,6877,6333,5500,7700,National University of Singapore,,,,
NUS,School of Computing,Computer Science,2024,979,3.8,85,89.1,87.8,6529,6400,6788,6500,5600,7500,National University of Singapore,,,,
NUS,School of Computing,Information Security,2015,343,,83.75,,,,,,,,,National University of Singapore,,,,
NUS,School of Computing,Information Security,2016,410,3.73,81.25,,,,,,,,,National University of Singapore,,,,
NUS,School of Computing,Information Security,2017,532,3.82,85,,,,,,,,,National University of Singapore,,,,
NUS,School of Computing,Information Security,2018,806,3.76,83.75,,,,,,,,,National University of Singapore,,,,
NUS,School of Computing,Information Security,2019,53,3.84,85,,,,,,,,,National University of Singapore,,,,
NUS,School of Computing,Information Security,2020,69,3.79,85,90.9,90.9,4620,4650,4746,5000,4200,5300,National University of Singapore,,,,
NUS,School of Computing,Information Security,2021,40,3.79,85,100,100,4992,5000,5095,5400,4305,5500,National University of Singapore,,,,
NUS,School of Computing,Information Security,2022,46,3.8,83.75,94.6,91.1,5274,5400,5660,5500,4800,6475,National University of Singapore,,,,
NUS,School of Computing,Information Security,2023,61,3.89,82.5,89.5,89.5,5433,5451,5707,5500,5000,6210,National University of Singapore,,,,
NUS,School of Computing,Information Security,2024,53,3.83,85,91.2,88.2,6125,6005,6581,6110,5500,7049,National University of Singapore,,,,
NUS,School of Computing,Information Systems,2013,399,3.59,81.25,89.2,83.9,3266,3000,3322,3005,3000,3800,National University of Singapore,,,,
NUS,School of Computing,Information Systems,2014,373,3.7,81.25,95.5,92,3684,3352,3789,3500,3100,4039,National University of Singapore,,,,
NUS,School of Computing,Information Systems,2015,343,3.67,83.75,97.2,97.2,3597,3500,3699,3550,3200,4100,National University of Singapore,,,,
NUS,School of Computing,Information Systems,2016,410,3.63,80,94,94,3875,3800,3969,4000,3365,4500,National University of Singapore,,,,
NUS,School of Computing,Information Systems,2017,532,3.65,81.25,94.5,91.8,4061,4000,4192,4000,3550,4592,National University of Singapore,,,,
NUS,School of Computing,Information Systems,2018,806,3.61,82.5,98.4,95.3,4338,4375,4472,4458,4000,5000,National University of Singapore,,,,
NUS,School of Computing,Information Systems,2019,124,3.82,85,95.9,95.9,4210,4000,4330,4228,4000,4685,National University of Singapore,,,,
NUS,School of Computing,Information Systems,2020,103,3.75,85,98.6,93.1,4591,4495,4764,4500,4000,5400,National University of Singapore,,,,
NUS,School of Computing,Information Systems,2021,81,3.75,83.75,97.5,96.2,5087,5000,5217,5000,4500,5400,National University of Singapore,,,,
NUS,School of Computing,Information Systems,2022,94,3.76,83.75,95.3,93,5551,5300,5672,5500,4800,6250,National University of Singapore,,,,
NUS,School of Computing,Information Systems,2023,100,3.77,85,91.4,91.4,5707,5500,5937,5500,5000,6000,National University of Singapore,,,,
NUS,School of Computing,Information Systems,2024,75,3.73,85,90.3,87.5,5894,6000,6132,6000,5200,6955,National University of Singapore,,,,
NUS,School of Design and Environment,Architecture,2013,146,3.69,80,,,,,,,,,National University of Singapore,,,,
NUS,School of Design and Environment,Architecture,2014,151,3.76,80,98.4,95.2,4290,4200,4400,4275,4000,4750,National University of Singapore,,,,
NUS,School of Design and Environment,Architecture,2015,149,3.72,78.75,97.6,96.4,4054,4114,4099,4127,3700,4500,National University of Singapore,,,,
NUS,School of Design and Environment,Architecture,2016,149,3.77,80,93.2,89.8,3926,4000,3960,4000,3500,4250,National University of Singapore,,,,
NUS,School of Design and Environment,Architecture,2017,148,3.78,78.75,91.3,86.4,4037,4000,4079,4000,3780,4300,National University of Singapore,,,,
NUS,School of Design and Environment,Architecture,2018,149,3.76,77.5,,,,,,,,,National University of Singapore,,,,
NUS,School of Design and Environment,Architecture,2019,160,3.59,77.5,100,96,4156,4010,4199,4100,3800,4500,National University of Singapore,,,,
NUS,School of Design and Environment,Architecture,2020,155,3.45,70,94,91,3984,4000,4058,4000,3650,4300,National University of Singapore,,,,
NUS,School of Design and Environment,Architecture,2021,159,3.49,67.5,97.7,96.6,4090,4000,4139,4000,3600,4440,National University of Singapore,,,,
NUS,School of Design and Environment,Architecture,2022,140,3.56,72.5,96,92,4360,4300,4481,4400,4000,4800,National University of Singapore,,,,
NUS,School of Design and Environment,Architecture,2023,135,3.54,68.75,,,,,,,,,National University of Singapore,,,,
NUS,School of Design and Environment,Architecture,2024,149,3.28,67.5,96.5,94.1,4942,4900,5116,4995,4535,5400,National University of Singapore,,,,
NUS,School of Design and Environment,Industrial Design,2013,41,3.57,75,82.1,53.6,3007,2650,3023,2650,2400,3000,National University of Singapore,,,,
NUS,School of Design and Environment,Industrial Design,2014,51,3.73,76.25,77.3,59.1,2600,2550,2603,2565,2200,3000,National University of Singapore,,,,
NUS,School of Design and Environment,Industrial Design,2015,48,3.59,76.25,72,60,2907,3000,2908,3000,2700,3200,National University of Singapore,,,,
NUS,School of Design and Environment,Industrial Design,2016,41,3.72,78.75,90.6,65.6,3282,3000,3320,3000,2900,4000,National University of Singapore,,,,
NUS,School of Design and Environment,Industrial Design,2017,46,3.7,80,93.3,60,3034,2890,3079,2920,2600,3200,National University of Singapore,,,,
NUS,School of Design and Environment,Industrial Design,2018,43,3.72,77.5,87,69.6,3309,3200,3371,3250,3000,3800,National University of Singapore,,,,
NUS,School of Design and Environment,Industrial Design,2019,48,3.88,77.5,86.2,48.3,3142,3200,3245,3300,3000,3500,National University of Singapore,,,,
NUS,School of Design and Environment,Industrial Design,2020,47,3.54,73.75,90.3,22.6,3417,3500,3417,3500,3000,3500,National University of Singapore,,,,
NUS,School of Design and Environment,Industrial Design,2021,53,3.61,71.25,87.5,75,4146,3825,4178,3825,3200,4250,National University of Singapore,,,,
NUS,School of Design and Environment,Industrial Design,2022,44,3.62,72.5,66.7,43.3,4239,4500,4270,4500,3500,4500,National University of Singapore,,,,
NUS,School of Design and Environment,Industrial Design,2023,50,3.55,78.75,85.7,71.4,4104,4000,4139,4000,3600,4500,National University of Singapore,,,,
NUS,School of Design and Environment,Industrial Design,2024,51,3.6,76.25,76.7,60,4092,4000,4111,4025,3500,4500,National University of Singapore,,,,
NUS,School of Design and Environment,Project & Facilities Management,2013,127,3.66,73.75,96.8,96.8,2961,2980,3025,3000,2800,3200,National University of Singapore,,,,
NUS,School of Design and Environment,Project & Facilities Management,2014,139,3.77,72.5,95.3,94.1,3089,3000,3181,3000,2900,3360,National University of Singapore,,,,
NUS,School of Design and Environment,Project & Facilities Management,2015,131,3.74,72.5,94.3,90.8,2989,3000,3067,3000,2800,3215,National University of Singapore,,,,
NUS,School of Design and Environment,Project & Facilities Management,2016,127,3.68,76.25,87.8,84.7,3035,3000,3113,3000,2850,3276,National University of Singapore,,,,
NUS,School of Design and Environment,Project & Facilities Management,2017,139,3.68,75,90.8,81.7,3105,3000,3162,3000,2900,3300,National University of Singapore,,,,
NUS,School of Design and Environment,Project & Facilities Management,2018,166,3.54,70,89,84.6,3189,3040,3237,3060,3000,3300,National University of Singapore,,,,
NUS,School of Design and Environment,Project & Facilities Management,2019,167,3.59,71.25,88.3,80.6,3189,3100,3243,3155,3000,3480,National University of Singapore,,,,
NUS,School of Design and Environment,Project & Facilities Management,2020,133,3.43,68.75,92.2,66.7,3338,3200,3400,3200,3000,3500,National University of Singapore,,,,
NUS,School of Design and Environment,Project & Facilities Management,2021,116,3.55,68.75,93.1,92.1,3424,3450,3560,3500,3200,3700,National University of Singapore,,,,
NUS,School of Design and Environment,Project & Facilities Management,2022,1167,3.56,71.25,98.4,92,3612,3500,3670,3555,3375,3855,National University of Singapore,,,,
NUS,School of Design and Environment,Project & Facilities Management,2023,1292,3.55,72.5,87,83.5,3907,3800,4000,3855,3650,4299,National University of Singapore,,,,
NUS,School of Design and Environment,Project & Facilities Management,2024,1247,3.56,75,86.4,80.7,3895,3900,4018,4000,3800,4290,National University of Singapore,,,,
NUS,School of Design and Environment,Real Estate,2013,132,3.65,75,89.2,89.2,2839,2800,2988,2900,2600,3179,National University of Singapore,,,,
NUS,School of Design and Environment,Real Estate,2014,180,3.74,72.5,93.1,89.2,2931,2950,3108,3000,2750,3300,National University of Singapore,,,,
NUS,School of Design and Environment,Real Estate,2015,139,3.71,72.5,93.9,89.6,3146,3000,3325,3100,2810,3500,National University of Singapore,,,,
NUS,School of Design and Environment,Real Estate,2016,140,3.65,76.25,94.6,92.4,3247,3000,3368,3200,2950,3735,National University of Singapore,,,,
NUS,School of Design and Environment,Real Estate,2017,121,3.68,73.75,93.8,88.7,3090,3000,3168,3000,2800,3300,National University of Singapore,,,,
NUS,School of Design and Environment,Real Estate,2018,143,3.54,70,91.7,85.1,3295,3300,3372,3300,3000,3600,National University of Singapore,,,,
NUS,School of Design and Environment,Real Estate,2019,165,3.58,71.25,95.3,89.6,3431,3400,3494,3400,3100,3650,National University of Singapore,,,,
NUS,School of Design and Environment,Real Estate,2020,161,3.44,66.25,95.1,68.6,3609,3600,3682,3630,3200,4000,National University of Singapore,,,,
NUS,School of Design and Environment,Real Estate,2021,127,3.56,71.25,94.5,82.4,3692,3575,3863,3700,3400,4000,National University of Singapore,,,,
NUS,School of Design and Environment,Real Estate,2022,105,3.52,73.75,99,95.1,3924,3800,4062,3850,3600,4400,National University of Singapore,,,,
NUS,School of Design and Environment,Real Estate,2023,102,3.57,73.75,92,86.6,4097,4000,4239,4000,3800,4500,National University of Singapore,,,,
NUS,School of Design and Environment,Real Estate,2024,857,3.68,82.5,92.5,81.7,4306,4000,4452,4100,3800,4600,National University of Singapore,,,,
NUS,YLL School of Medicine,Medicine,2013,300,,85,100,100,4406,4500,4741,4500,4500,5200,National University of Singapore,,,,
NUS,YLL School of Medicine,Medicine,2014,301,3.87,85,100,100,4404,4500,4886,5000,4500,5200,National University of Singapore,,,,
NUS,YLL School of Medicine,Medicine,2015,300,3.92,85,100,100,4352,4500,4729,4900,4500,5000,National University of Singapore,,,,
NUS,YLL School of Medicine,Medicine,2016,302,3.92,85,99.4,99.4,4460,4500,4887,5000,4500,5200,National University of Singapore,,,,
NUS,YLL School of Medicine,Medicine,2017,303,3.91,85,100,100,4367,4500,4882,5000,4500,5305,National University of Singapore,,,,
NUS,YLL School of Medicine,Medicine,2018,299,,85,,,,,,,,,National University of Singapore,,,,
NUS,YLL School of Medicine,Medicine,2019,280,3.94,85,99.5,99.5,4607,4600,5218,5237,4950,5657,National University of Singapore,,,,
NUS,YLL School of Medicine,Medicine,2020,315,3.89,85,100,100,4688,4700,5306,5250,5000,5800,National University of Singapore,,,,
NUS,YLL School of Medicine,Medicine,2021,303,3.82,85,,,,,,,,,National University of Singapore,,,,
NUS,YLL School of Medicine,Medicine,2022,294,3.86,85,,,,,,,,,National University of Singapore,,,,
NUS,YLL School of Medicine,Medicine,2023,280,3.78,85,,,,,,,,,National University of Singapore,,,,
NUS,YLL School of Medicine,Nursing (Hons),2013,115,3.56,68.75,100,100,2896,3000,3042,3025,3000,3200,National University of Singapore,,,,
NUS,YLL School of Medicine,Nursing (Hons),2014,115,3.42,68.75,100,100,3123,3270,3353,3500,3270,3600,National University of Singapore,,,,
NUS,YLL School of Medicine,Nursing (Hons),2015,148,3.45,68.75,100,100,3219,3200,3466,3435,3300,3700,National University of Singapore,,,,
NUS,YLL School of Medicine,Nursing (Hons),2016,155,3.39,70,95.1,95.1,3308,3300,3529,3500,3400,3600,National University of Singapore,,,,
NUS,YLL School of Medicine,Nursing (Hons),2017,232,3.48,68.75,91.8,89.8,3280,3300,3462,3500,3300,3650,National University of Singapore,,,,
NUS,YLL School of Medicine,Nursing (Hons),2018,316,3.37,67.5,98,98,3306,3350,3546,3550,3400,3750,National University of Singapore,,,,
NUS,YLL School of Medicine,Nursing (Hons),2019,311,3.33,66.25,98.8,97.5,3389,3450,3612,3650,3515,3750,National University of Singapore,,,,
NUS,YLL School of Medicine,Nursing (Hons),2020,293,3.25,66.25,98.5,97,3371,3400,3616,3600,3500,3750,National University of Singapore,,,,
NUS,YLL School of Medicine,Nursing (Hons),2021,338,3.41,67.5,97.9,96.8,3482,3500,3750,3750,3550,3950,National University of Singapore,,,,
NUS,YLL School of Medicine,Nursing (Hons),2022,314,3.42,66.25,100,99,3575,3550,3834,3850,3650,4000,National University of Singapore,,,,
NUS,YLL School of Medicine,Nursing (Hons),2023,346,3.28,66.25,97.8,97,3690,3750,3981,4000,3700,4250,National University of Singapore,,,,
NUS,YLL School of Medicine,Nursing (Hons),2024,330,3.23,66.25,97.8,97,3690,3750,3981,4000,3700,4250,National University of Singapore,,,,
NTU,College of Business (Nanyang Business School),Accountancy,2013,595,3.79,82.5,97.1,95.7,2850,2700,2938,2700,2700,2900,Nanyang Technological University,,,,
NTU,College of Business (Nanyang Business School),Accountancy,2014,629,3.78,82.5,96.6,96.1,2981,2800,3003,2840,2700,3000,Nanyang Technological University,,,,
NTU,College of Business (Nanyang Business School),Accountancy,2015,606,3.78,82.5,97.3,96.5,3182,2850,3240,2875,2850,3125,Nanyang Technological University,,,,
NTU,College of Business (Nanyang Business School),Accountancy,2016,618,3.8,81.25,97.3,95.1,3027,2900,3063,2900,2900,3100,Nanyang Technological University,,,,
NTU,College of Business (Nanyang Business School),Accountancy,2017,611,3.73,81.25,97.1,94.5,3121,3000,3166,3000,2900,3100,Nanyang Technological University,,,,
NTU,College of Business (Nanyang Business School),Accountancy,2018,541,3.71,78.75,94.6,92.2,3214,3000,3245,3000,3000,3200,Nanyang Technological University,,,,
NTU,College of Business (Nanyang Business School),Accountancy,2019,507,3.63,76.25,97.5,94,3220,3000,3254,3000,3000,3200,Nanyang Technological University,,,,
NTU,College of Business (Nanyang Business School),Accountancy,2020,481,3.74,72.5,96,88.7,3213,3000,3228,3000,3000,3100,Nanyang Technological University,,,,
NTU,College of Business (Nanyang Business School),Accountancy,2021,414,3.63,72.5,97.7,93,3505,3300,3539,3400,3100,3500,Nanyang Technological University,,,,
NTU,College of Business (Nanyang Business School),Accountancy,2022,352,3.65,71.25,98.3,97.6,3965,3600,4031,3600,3600,4300,Nanyang Technological University,,,,
NTU,College of Business (Nanyang Business School),Accountancy,2023,357,3.59,72.5,96.6,95.5,4067,3600,4119,3600,3600,4000,Nanyang Technological University,,,,
NTU,College of Business (Nanyang Business School),Accountancy,2024,314,3.62,75,96,93.2,4472,4300,4564,4350,4100,4500,Nanyang Technological University,,,,
NTU,College of Business (Nanyang Business School),Business,2013,655,3.8,80,90.9,85.7,3053,3000,3214,3000,2700,3500,Nanyang Technological University,,,,
NTU,College of Business (Nanyang Business School),Business,2014,643,3.79,81.25,89.6,80.2,3231,3000,3318,3100,2800,3600,Nanyang Technological University,,,,
NTU,College of Business (Nanyang Business School),Business,2015,665,3.8,78.75,92.2,87.6,3343,3100,3502,3200,2900,3700,Nanyang Technological University,,,,
NTU,College of Business (Nanyang Business School),Business,2016,626,3.81,80,89.6,77.1,3348,3200,3444,3300,3000,3800,Nanyang Technological University,,,,
NTU,College of Business (Nanyang Business School),Business,2017,659,3.75,80,93,80.8,3530,3300,3643,3300,3000,3800,Nanyang Technological University,,,,
NTU,College of Business (Nanyang Business School),Business,2018,750,3.73,77.5,92.6,84.3,3646,3500,3776,3500,3200,4000,Nanyang Technological University,,,,
NTU,College of Business (Nanyang Business School),Business,2019,837,3.62,75,93.8,83.1,3707,3500,3797,3600,3200,4000,Nanyang Technological University,,,,
NTU,College of Business (Nanyang Business School),Business,2020,935,3.61,71.25,95.2,66.8,3973,3750,4113,3800,3300,4429,Nanyang Technological University,,,,
NTU,College of Business (Nanyang Business School),Business,2021,927,3.64,73.75,96.2,85.2,4211,4000,4362,4000,3500,4800,Nanyang Technological University,,,,
NTU,College of Business (Nanyang Business School),Business,2022,806,3.64,73.75,94.5,86.5,4407,4000,4503,4015,3600,4800,Nanyang Technological University,,,,
NTU,College of Business (Nanyang Business School),Business,2023,796,3.64,73.75,91.8,85.2,4472,4100,4609,4255,3800,5000,Nanyang Technological University,,,,
NTU,College of Business (Nanyang Business School),Business,2024,664,3.66,75,87.5,78.8,4688,4300,4781,4334,4000,5000,Nanyang Technological University,,,,
NTU,College of Engineering,Aerospace Engineering,2013,102,3.85,81.25,95.3,95.3,3494,3500,3536,3500,3100,3816,Nanyang Technological University,,,,
NTU,College of Engineering,Aerospace Engineering,2014,132,3.81,83.75,84.6,82.7,3715,3700,3911,3770,3300,4070,Nanyang Technological University,,,,
NTU,College of Engineering,Aerospace Engineering,2015,136,3.88,83.75,86,86,3699,3650,3724,3700,3450,4000,Nanyang Technological University,,,,
NTU,College of Engineering,Aerospace Engineering,2016,130,3.74,83.75,82.4,77.9,3761,3625,3840,3675,3350,4435,Nanyang Technological University,,,,
NTU,College of Engineering,Aerospace Engineering,2017,102,3.88,85,80,75,3645,3492,3702,3500,3250,4210,Nanyang Technological University,,,,
NTU,College of Engineering,Aerospace Engineering,2018,142,3.83,83.75,95.3,88.4,3710,3625,3873,3800,3365,4280,Nanyang Technological University,,,,
NTU,College of Engineering,Aerospace Engineering,2019,124,3.49,82.5,87.5,80.7,3816,3700,3939,3800,3500,4600,Nanyang Technological University,,,,
NTU,College of Engineering,Aerospace Engineering,2020,144,3.8,80,91.2,75.8,4110,3980,4284,4000,3800,4945,Nanyang Technological University,,,,
NTU,College of Engineering,Aerospace Engineering,2021,168,3.82,78.75,94.4,87.3,4250,4250,4321,4471,3792,5000,Nanyang Technological University,,,,
NTU,College of Engineering,Aerospace Engineering,2022,131,3.55,78.75,94,93,4752,4800,4899,5000,4160,5500,Nanyang Technological University,,,,
NTU,College of Engineering,Aerospace Engineering,2023,135,3.69,67.5,87.5,83.8,4715,4500,4845,4763,4150,5700,Nanyang Technological University,,,,
NTU,College of Engineering,Aerospace Engineering,2024,108,3.64,67.5,79.1,78,4650,4400,4722,4450,4103,5250,Nanyang Technological University,,,,
NTU,College of Engineering,Bioengineering,2013,86,3.34,68.75,81.3,68.8,2952,2900,3166,3125,2893,3365,Nanyang Technological University,,,,
NTU,College of Engineering,Bioengineering,2014,88,3.61,72.5,79.8,69.7,2998,3000,3188,3000,2825,3400,Nanyang Technological University,,,,
NTU,College of Engineering,Bioengineering,2015,88,3.42,71.25,92.6,76.5,3079,3000,3197,3113,2900,3450,Nanyang Technological University,,,,
NTU,College of Engineering,Bioengineering,2016,78,3.45,71.25,77.8,63.9,3151,3200,3317,3237,3000,3510,Nanyang Technological University,,,,
NTU,College of Engineering,Bioengineering,2017,94,3.47,71.25,78.3,65.2,3326,3200,3486,3419,3000,3825,Nanyang Technological University,,,,
NTU,College of Engineering,Bioengineering,2018,112,3.55,68.75,77.5,66.2,3457,3500,3660,3500,3200,4000,Nanyang Technological University,,,,
NTU,College of Engineering,Bioengineering,2019,102,3.69,71.25,81.3,64.1,3445,3400,3548,3500,3200,3700,Nanyang Technological University,,,,
NTU,College of Engineering,Bioengineering,2020,111,3.63,71.25,89.1,43.6,3428,3400,3473,3450,3200,3800,Nanyang Technological University,,,,
NTU,College of Engineering,Bioengineering,2021,95,3.53,75,90.9,75.8,3480,3483,3654,3500,3300,3850,Nanyang Technological University,,,,
NTU,College of Engineering,Bioengineering,2022,85,3.57,72.5,93.9,90.9,4160,4000,4419,4200,3600,5250,Nanyang Technological University,,,,
