uni,school,course,year,Places,GPA,RP,employment_rate_overall,employment_rate_ft_perm,basic_monthly_mean,basic_monthly_median,gross_monthly_mean,gross_monthly_median,gross_mthly_25_percentile,gross_mthly_75_percentile,university,Column 17,Column 18,Column 19,Column 20
NTU,"College of Humanities, Arts and Social Sciences",Philosophy,2020,47,3.47,68.75,96.3,70.4,3417,3300,3580,3650,3300,3850,Nanyang Technological University,,,,
NTU,"College of Humanities, Arts and Social Sciences",Philosophy,2021,41,3.55,70,88.5,57.7,3394,3400,3502,3400,2915,4480,Nanyang Technological University,,,,
NTU,"College of Humanities, Arts and Social Sciences",Philosophy,2022,39,3.5,72.5,78.3,69.6,3476,3300,3515,3450,3000,3700,Nanyang Technological University,,,,
NTU,"College of Humanities, Arts and Social Sciences",Philosophy,2023,28,3.43,72.5,87.9,78.8,3864,3992,4056,4000,3500,4550,Nanyang Technological University,,,,
NTU,"College of Humanities, Arts and Social Sciences",Philosophy,2024,28,3.38,72.5,75,46.4,4274,4352,4407,4365,4045,4790,Nanyang Technological University,,,,
NTU,College of Science,Environmental Earth Systems Science,2014,27,,81.25,,,,,,,,,Nanyang Technological University,,,,
NTU,College of Science,Environmental Earth Systems Science,2015,30,,83.75,,,,,,,,,Nanyang Technological University,,,,
NTU,College of Science,Environmental Earth Systems Science,2016,34,,85,,,,,,,,,Nanyang Technological University,,,,
NTU,College of Science,Environmental Earth Systems Science,2017,27,,83.75,,,,,,,,,Nanyang Technological University,,,,
NTU,College of Science,Environmental Earth Systems Science,2018,24,,85,76.2,57.1,3347,3440,3389,3440,3150,3900,Nanyang Technological University,,,,
NTU,College of Science,Environmental Earth Systems Science,2019,34,,83.75,87.5,79.2,3401,3500,3416,3500,3200,3500,Nanyang Technological University,,,,
NTU,College of Science,Environmental Earth Systems Science,2020,29,,85,95.5,63.6,3637,3550,3657,3550,3400,3764,Nanyang Technological University,,,,
NTU,College of Science,Environmental Earth Systems Science,2021,31,,83.75,100,91.3,3810,3892,3888,3950,3500,4300,Nanyang Technological University,,,,
NTU,College of Science,Environmental Earth Systems Science,2022,48,,82.5,100,88,4406,4008,4545,4023,3600,4959,Nanyang Technological University,,,,
NTU,College of Science,Environmental Earth Systems Science,2023,48,,81.25,96.3,96.3,4171,4038,4202,4138,3750,4650,Nanyang Technological University,,,,
NTU,College of Science,Environmental Earth Systems Science,2024,43,,81.25,88.9,81.5,4588,4487,4628,4500,4200,5000,Nanyang Technological University,,,,
NTU,Lee Kong Chian School of Medicine,Medicine,2013,54,,85,,,,,,,,,Nanyang Technological University,,,,
NTU,Lee Kong Chian School of Medicine,Medicine,2014,78,,85,,,,,,,,,Nanyang Technological University,,,,
NTU,Lee Kong Chian School of Medicine,Medicine,2015,90,,85,,,,,,,,,Nanyang Technological University,,,,
NTU,Lee Kong Chian School of Medicine,Medicine,2016,108,,85,,,,,,,,,Nanyang Technological University,,,,
NTU,Lee Kong Chian School of Medicine,Medicine,2017,120,,85,,,,,,,,,Nanyang Technological University,,,,
NTU,Lee Kong Chian School of Medicine,Medicine,2018,138,,85,,,,,,,,,Nanyang Technological University,,,,
NTU,Lee Kong Chian School of Medicine,Medicine,2019,149,,85,100,100,4932,4700,5661,5700,5200,6092,Nanyang Technological University,,,,
NTU,Lee Kong Chian School of Medicine,Medicine,2020,162,,85,100,100,4775,4700,5387,5250,5000,5900,Nanyang Technological University,,,,
NTU,Lee Kong Chian School of Medicine,Medicine,2021,168,,85,100,100,4702,4700,5404,5500,5200,5800,Nanyang Technological University,,,,
NTU,Lee Kong Chian School of Medicine,Medicine,2022,167,,85,100,100,4779,4700,5532,5600,5199,6000,Nanyang Technological University,,,,
NTU,Lee Kong Chian School of Medicine,Medicine,2023,150,,85,,,,,,,,,Nanyang Technological University,,,,
NTU,College of Engineering,Data Science & Artificial Intelligence,2018,24,,83.75,,,,,,,,,Nanyang Technological University,,,,
NTU,College of Engineering,Data Science & Artificial Intelligence,2019,52,,81.25,,,,,,,,,Nanyang Technological University,,,,
NTU,College of Engineering,Data Science & Artificial Intelligence,2020,74,,85,,,,,,,,,Nanyang Technological University,,,,
NTU,College of Engineering,Data Science & Artificial Intelligence,2021,87,,85,,,,,,,,,Nanyang Technological University,,,,
NTU,College of Engineering,Data Science & Artificial Intelligence,2022,75,3.9,83.75,88.2,82.4,6647,5625,6749,5625,5000,7500,Nanyang Technological University,,,,
NTU,College of Engineering,Data Science & Artificial Intelligence,2023,121,3.9,82.5,83.3,83.3,5319,5250,5352,5250,4600,6250,Nanyang Technological University,,,,
NTU,College of Engineering,Data Science & Artificial Intelligence,2024,160,3.9,81.25,84,76,5623,5450,5676,5450,5000,6500,Nanyang Technological University,,,,
SMU,School of Accountancy,Accountancy,2013,282,3.72,80,94.2,93.2,3231,2800,3342,2825,2700,3430,Singapore Management University,,,,
SMU,School of Accountancy,Accountancy,2014,308,3.72,81.25,93.6,91.4,3375,2850,3420,2875,2722,3614,Singapore Management University,,,,
SMU,School of Accountancy,Accountancy,2015,299,3.71,80,97.3,93,3287,2900,3427,3000,2850,3500,Singapore Management University,,,,
SMU,School of Accountancy,Accountancy,2016,292,3.72,81.25,98.5,96,3390,3000,3455,3000,2900,3600,Singapore Management University,,,,
SMU,School of Accountancy,Accountancy,2017,292,3.7,81.25,98,96.6,3569,3000,3646,3000,2920,3600,Singapore Management University,,,,
SMU,School of Accountancy,Accountancy,2018,301,3.7,81.25,96.4,92.3,3576,3000,3607,3000,3000,3650,Singapore Management University,,,,
SMU,School of Accountancy,Accountancy,2019,349,3.68,77.5,96.4,93.7,3753,3000,3802,3050,3000,4000,Singapore Management University,,,,
SMU,School of Accountancy,Accountancy,2020,333,3.53,72.5,94.7,86,3636,3050,3694,3100,3000,4000,Singapore Management University,,,,
SMU,School of Accountancy,Accountancy,2021,348,3.54,72.5,98.7,93,3751,3400,3814,3400,3200,4000,Singapore Management University,,,,
SMU,School of Accountancy,Accountancy,2022,317,3.63,72.5,98.1,96.1,4432,3800,4497,3825,3600,4600,Singapore Management University,,,,
SMU,School of Accountancy,Accountancy,2023,272,3.63,72.5,95.5,94.7,4404,3800,4463,3900,3600,4700,Singapore Management University,,,,
SMU,School of Accountancy,Accountancy,2024,251,3.69,75,95.8,94.2,4641,4350,4755,4350,4100,5000,Singapore Management University,,,,
SMU,School of Business,Business Management,2013,762,3.72,76.25,93.2,87.3,3344,3000,3520,3200,2800,3750,Singapore Management University,,,,
SMU,School of Business,Business Management,2014,739,3.71,76.25,90.9,86.4,3630,3250,3752,3333,3000,4000,Singapore Management University,,,,
SMU,School of Business,Business Management,2015,772,3.7,76.25,93.9,88.2,3513,3200,3611,3300,3000,4000,Singapore Management University,,,,
SMU,School of Business,Business Management,2016,760,3.72,77.5,92.4,84.6,3727,3400,3831,3500,3000,4000,Singapore Management University,,,,
SMU,School of Business,Business Management,2017,764,3.7,77.5,93.3,85.7,3862,3475,3995,3500,3050,4362,Singapore Management University,,,,
SMU,School of Business,Business Management,2018,798,3.7,77.5,91.6,86.5,4017,3600,4133,3700,3250,4500,Singapore Management University,,,,
SMU,School of Business,Business Management,2019,840,3.68,77.5,91,84.8,4056,3600,4181,3750,3300,4600,Singapore Management University,,,,
SMU,School of Business,Business Management,2020,880,3.66,75,95.8,68.4,4183,3800,4293,3850,3440,4600,Singapore Management University,,,,
SMU,School of Business,Business Management,2021,894,3.68,76.25,96.6,86,4229,4000,4371,4000,3500,4650,Singapore Management University,,,,
SMU,School of Business,Business Management,2022,880,3.7,76.25,94.3,86.5,4744,4208,4937,4400,3700,5200,Singapore Management University,,,,
SMU,School of Business,Business Management,2023,960,3.7,75,92.4,86.8,4668,4200,4795,4436,3800,5200,Singapore Management University,,,,
SMU,School of Business,Business Management,2024,852,3.8,77.5,89.5,83.2,4847,4500,5007,4500,4000,5300,Singapore Management University,,,,
SMU,School of Economics,Economics,2013,257,3.71,72.5,90.6,88.6,3389,3200,3513,3339,3000,3800,Singapore Management University,,,,
SMU,School of Economics,Economics,2014,254,3.72,73.75,90.2,83.9,3525,3500,3645,3500,3175,4000,Singapore Management University,,,,
SMU,School of Economics,Economics,2015,254,3.71,72.5,90.3,85.8,3798,3500,3946,3500,3200,4100,Singapore Management University,,,,
SMU,School of Economics,Economics,2016,252,3.72,73.75,93.4,84,3801,3500,3906,3700,3200,4300,Singapore Management University,,,,
SMU,School of Economics,Economics,2017,241,3.7,73.75,91.3,82.6,4013,3600,4143,3700,3300,4583,Singapore Management University,,,,
SMU,School of Economics,Economics,2018,267,3.7,73.75,91.1,85.6,4017,3500,4140,3700,3200,4600,Singapore Management University,,,,
SMU,School of Economics,Economics,2019,264,3.69,75,87.1,81.3,4042,3800,4159,3900,3500,4500,Singapore Management University,,,,
SMU,School of Economics,Economics,2020,263,3.53,70,91.5,70.5,4181,3750,4290,3800,3400,4500,Singapore Management University,,,,
SMU,School of Economics,Economics,2021,257,3.51,72.5,91.8,83.5,4641,4275,4777,4435,3800,5250,Singapore Management University,,,,
SMU,School of Economics,Economics,2022,218,3.61,73.75,97.2,89.9,4665,4500,4824,4500,4000,5200,Singapore Management University,,,,
SMU,School of Economics,Economics,2023,199,3.61,73.75,93.4,91.3,4849,4500,4937,4500,4000,5254,Singapore Management University,,,,
SMU,School of Economics,Economics,2024,220,3.67,75,86.5,78.4,4838,4560,5069,4753,4200,5200,Singapore Management University,,,,
SMU,School of Computing and Information Systems,Information Systems,2013,266,3.53,70,93.6,89.5,3389,3300,3468,3300,3000,3800,Singapore Management University,,,,
SMU,School of Computing and Information Systems,Information Systems,2014,275,3.52,68.75,92.9,80.6,3431,3225,3530,3350,3000,4000,Singapore Management University,,,,
SMU,School of Computing and Information Systems,Information Systems,2015,278,3.5,70,94.8,85.9,3491,3500,3660,3500,3200,4110,Singapore Management University,,,,
SMU,School of Computing and Information Systems,Information Systems,2016,273,3.54,72.5,95.7,91.5,3837,3500,3897,3600,3200,4167,Singapore Management University,,,,
SMU,School of Computing and Information Systems,Information Systems,2017,317,3.57,73.75,95.1,91.3,3922,3905,4014,4000,3550,4500,Singapore Management University,,,,
SMU,School of Computing and Information Systems,Information Systems,2018,413,3.52,73.75,93.6,89.5,4058,4000,4160,4000,3600,4600,Singapore Management University,,,,
SMU,School of Computing and Information Systems,Information Systems,2019,448,3.57,73.75,95.1,90.2,4413,4166,4549,4300,4000,5000,Singapore Management University,,,,
SMU,School of Computing and Information Systems,Information Systems,2020,447,3.53,73.75,93.1,83.9,4548,4500,4683,4542,4000,5400,Singapore Management University,,,,
SMU,School of Computing and Information Systems,Information Systems,2021,417,3.7,75,98.2,94.6,4774,4860,4906,5000,4200,5350,Singapore Management University,,,,
SMU,School of Computing and Information Systems,Information Systems,2022,389,3.71,75,95.1,93.4,5333,5235,5472,5400,4700,6166,Singapore Management University,,,,
SMU,School of Computing and Information Systems,Information Systems,2023,391,3.71,75,92.3,88.4,5381,5250,5530,5400,4800,6250,Singapore Management University,,,,
SMU,School of Computing and Information Systems,Information Systems,2024,389,3.69,75,86,79.2,5180,5000,5362,5000,4600,5916,Singapore Management University,,,,
SMU,School of Social Sciences,Social Sciences,2013,205,3.72,72.5,86.5,79.8,3122,3000,3150,3000,2600,3320,Singapore Management University,,,,
SMU,School of Social Sciences,Social Sciences,2014,204,3.7,72.5,90.9,84.1,2981,3000,3166,3000,2800,3580,Singapore Management University,,,,
SMU,School of Social Sciences,Social Sciences,2015,201,3.71,72.5,89,83,3306,3100,3550,3200,2980,3600,Singapore Management University,,,,
SMU,School of Social Sciences,Social Sciences,2016,236,3.71,73.75,91.5,80.4,3199,3100,3311,3145,3000,3500,Singapore Management University,,,,
SMU,School of Social Sciences,Social Sciences,2017,234,3.7,73.75,91.3,78,3344,3250,3493,3300,3000,3750,Singapore Management University,,,,
SMU,School of Social Sciences,Social Sciences,2018,237,3.7,73.75,85.6,74.4,3336,3200,3409,3210,3000,3710,Singapore Management University,,,,
SMU,School of Social Sciences,Social Sciences,2019,244,3.66,73.75,92.2,82.8,3523,3400,3629,3500,3065,4000,Singapore Management University,,,,
SMU,School of Social Sciences,Social Sciences,2020,232,3.66,73.75,89.9,52.8,3540,3360,3626,3500,3200,4000,Singapore Management University,,,,
SMU,School of Social Sciences,Social Sciences,2021,237,3.65,76.25,94.1,77.1,3656,3465,3836,3600,3200,4010,Singapore Management University,,,,
SMU,School of Social Sciences,Social Sciences,2022,192,3.67,75,91.4,83.3,4076,3843,4265,4000,3500,4600,Singapore Management University,,,,
SMU,School of Social Sciences,Social Sciences,2023,277,3.62,75,87,81.5,4185,3900,4330,4000,3600,4780,Singapore Management University,,,,
SMU,School of Social Sciences,Social Sciences,2024,211,3.66,75,86.5,72.3,4368,4113,4553,4334,3675,5059,Singapore Management University,,,,
SMU,School of Law,Law,2013,161,,85,100,100,5023,4800,5246,5000,4500,6000,Singapore Management University,,,,
SMU,School of Law,Law,2014,155,,85,97.8,95.6,4932,4800,5332,5025,4600,5950,Singapore Management University,,,,
SMU,School of Law,Law,2015,154,,85,99,99,4889,4600,4997,4731,4350,5800,Singapore Management University,,,,
SMU,School of Law,Law,2016,163,,85,95.8,93.7,4810,4600,4915,4850,4200,5800,Singapore Management University,,,,
SMU,School of Law,Law,2017,170,,85,97.6,94,4778,4500,4941,5000,4000,5840,Singapore Management University,,,,
SMU,School of Law,Law,2018,169,,85,92.7,90.8,4704,4500,4856,4500,4050,5600,Singapore Management University,,,,
SMU,School of Law,Law,2019,174,,85,99.1,98.2,4942,4600,5064,4900,4200,5800,Singapore Management University,,,,
SMU,School of Law,Law,2020,168,,85,95.5,91.1,4729,4500,4804,4588,4000,5600,Singapore Management University,,,,
SMU,School of Law,Law,2021,187,,83.75,100,98.3,5319,5500,5433,5600,4500,6000,Singapore Management University,,,,
SMU,School of Law,Law,2022,175,,85,94.1,91.1,6063,6000,6221,6375,5500,6800,Singapore Management University,,,,
SMU,School of Law,Law,2023,212,,85,99.2,99.2,6375,6500,6509,7000,5800,7000,Singapore Management University,,,,
SMU,School of Law,Law,2024,177,3.75,85,97.6,95.9,6359,6659,6585,7000,6000,7000,Singapore Management University,,,,
